date,stock_id,revenue_mon(bil),yoy%,name
2025/1/1,2882,266.9,,?‹æ³°??
2025/2/1,2882,321.4,,
2025/3/1,2882,422.7,,
2025/4/1,2882,346.9,,
2025/5/1,2882,464.3,,
2025/6/1,2882,368.9,,
2025/7/1,2882,-17.21,,
2025/8/1,2882,194.5,,
2025/9/1,2882,66.35,,
2025/10/1,2882,320.6,,
2025/11/1,2882,376.5,,
2025/12/1,2882,256.5,,
2026/1/1,2882,260.02151,1.37575797,?‹æ³°??
