Date,stock_id,name,Yield(%),PE_Ratio,PB_Ratio
2026-03-27,2330,台積電,1.21,27.48,8.71
2026-03-30,2330,台積電,1.24,26.87,8.52
2026-03-31,2330,台積電,1.25,26.57,8.42
2026-04-01,2330,台積電,1.19,28.0,8.88
2026-04-02,2330,台積電,1.22,27.32,8.66
2026-04-07,2330,台積電,1.18,28.08,8.9
2026-04-08,2330,台積電,1.13,29.44,9.33
2026-04-09,2330,台積電,1.13,29.51,9.35
2026-04-10,2330,台積電,1.1,30.19,9.57
2026-04-13,2330,台積電,1.11,30.04,9.52
2026-04-14,2330,台積電,1.07,31.02,9.83
2026-04-15,2330,台積電,1.06,31.4,9.95
2026-04-16,2330,台積電,1.06,31.48,9.98
2026-04-17,2330,台積電,1.08,30.65,9.71
2026-04-20,2330,台積電,1.09,30.57,9.69
2026-04-21,2330,台積電,1.07,30.95,9.81
2026-04-22,2330,台積電,1.07,30.95,9.81
2026-04-23,2330,台積電,1.06,31.4,9.95
2026-04-24,2330,台積電,1.01,32.99,10.46
2026-04-27,2330,台積電,0.97,34.19,10.84
2026-04-28,2330,台積電,0.99,33.44,10.6
2026-04-29,2330,台積電,1.01,32.91,10.43
2026-04-30,2330,台積電,1.03,32.23,10.22
2026-05-04,2330,台積電,0.97,34.34,10.89
2026-05-06,2330,台積電,0.98,33.97,10.77
2026-05-07,2330,台積電,0.95,34.87,11.05
2026-05-08,2330,台積電,0.96,34.57,10.96
2026-05-11,2330,台積電,0.98,33.74,10.69
2026-05-12,2330,台積電,0.98,34.04,10.79
2026-05-13,2330,台積電,0.99,33.51,10.62
2026-05-14,2330,台積電,0.97,34.27,10.86
2026-05-15,2330,台積電,0.97,30.45,9.97
2026-05-18,2330,台積電,0.98,30.12,9.86
2026-05-19,2330,台積電,1.0,29.65,9.71
2026-05-20,2330,台積電,1.01,29.38,9.62
2026-05-21,2330,台積電,0.99,29.98,9.82
2026-05-22,2330,台積電,0.98,30.32,9.93
2026-05-25,2330,台積電,0.95,31.06,10.17
2026-05-27,2330,台積電,0.96,30.92,10.12
2026-05-28,2330,台積電,0.96,30.86,10.1
2026-05-29,2330,台積電,0.93,31.66,10.37
2026-06-01,2330,台積電,0.93,31.66,10.37
2026-06-02,2330,台積電,0.92,32.0,10.48
2026-06-03,2330,台積電,0.91,32.6,10.67
2026-06-04,2330,台積電,0.92,32.07,10.5
2026-06-05,2330,台積電,0.93,31.8,10.41
2026-06-08,2330,台積電,0.96,30.86,10.1
2026-06-09,2330,台積電,0.95,30.99,10.15
2026-06-10,2330,台積電,0.98,30.32,9.93
2026-06-11,2330,台積電,0.98,30.25,9.9
2026-06-12,2330,台積電,0.95,31.06,10.17
2026-06-15,2330,台積電,0.93,31.93,10.45
2026-06-16,2330,台積電,0.92,32.27,10.56
2026-06-17,2330,台積電,0.92,32.07,10.5
2026-06-18,2330,台積電,0.91,32.4,10.61
2026-06-22,2330,台積電,0.88,33.75,11.05
2026-06-23,2330,台積電,0.88,33.48,10.96
2026-06-24,2330,台積電,0.92,32.13,10.52
2026-06-25,2330,台積電,0.92,32.13,10.52
2026-06-26,2330,台積電,0.94,31.46,10.3
2026-06-29,2330,台積電,0.93,31.86,10.43
2026-06-30,2330,台積電,0.91,32.4,10.61
2026-07-02,2330,台積電,0.89,33.14,10.85
2026-07-03,2330,台積電,0.9,32.87,10.76
2026-07-06,2330,台積電,0.89,33.07,10.83
2026-07-07,2330,台積電,0.9,32.8,10.74
2026-07-08,2330,台積電,0.89,33.14,10.85
2026-07-09,2330,台積電,0.91,32.47,10.63
2026-07-13,2330,台積電,0.9,32.8,10.74
2026-07-14,2330,台積電,0.91,32.54,10.65
2026-07-15,2330,台積電,0.9,32.8,10.74
2026-07-16,2330,台積電,0.89,33.21,10.87
2026-07-17,2330,台積電,0.96,30.79,10.08
2026-07-20,2330,台積電,0.95,31.19,10.21
2026-07-21,2330,台積電,0.91,32.4,10.61
2026-07-22,2330,台積電,0.92,32.27,10.56
2026-07-23,2330,台積電,0.91,32.33,10.59
2026-07-24,2330,台積電,0.94,31.59,10.34
2026-07-27,2330,台積電,0.94,31.59,10.34
2026-07-28,2330,台積電,0.96,30.65,10.04
2026-07-29,2330,台積電,1.0,29.58,9.68
2026-07-30,2330,台積電,1.0,29.65,9.71
2026-07-31,2330,台積電,0.91,32.6,10.67
2026-08-03,2330,台積電,0.93,31.86,10.43
2026-08-04,2330,台積電,0.95,31.19,10.21
2026-08-05,2330,台積電,0.91,32.33,10.59
2026-08-06,2330,台積電,0.93,31.8,10.41
2026-08-07,2330,台積電,0.93,31.86,10.43
2026-08-10,2330,台積電,0.92,32.0,10.48
2026-08-11,2330,台積電,0.92,32.2,10.54
