Date,stock_id,name,Yield(%),PE_Ratio,PB_Ratio
2026-07-13,2890,永豐金,3.23,19.23,2.2
2026-07-14,2890,永豐金,3.28,18.97,2.17
2026-07-15,2890,永豐金,3.25,19.11,2.18
2026-07-16,2890,永豐金,3.26,19.07,2.18
2026-07-17,2890,永豐金,3.25,19.14,2.18
2026-07-20,2890,永豐金,3.27,19.0,2.17
2026-07-21,2890,永豐金,3.23,19.23,2.2
2026-07-22,2890,永豐金,3.22,19.33,2.21
2026-07-23,2890,永豐金,3.4,18.28,2.09
2026-07-24,2890,永豐金,3.37,18.44,2.11
2026-07-27,2890,永豐金,3.28,18.95,2.16
2026-07-28,2890,永豐金,3.36,18.49,2.11
2026-07-29,2890,永豐金,3.37,18.47,2.11
2026-07-30,2890,永豐金,3.35,18.59,2.12
2026-07-31,2890,永豐金,3.2,19.43,2.22
2026-08-03,2890,永豐金,3.25,19.16,2.19
2026-08-04,2890,永豐金,3.28,18.95,2.16
2026-08-05,2890,永豐金,3.29,18.92,2.16
2026-08-06,2890,永豐金,3.36,18.52,2.11
2026-08-07,2890,永豐金,3.34,18.64,2.13
2026-08-10,2890,永豐金,3.34,18.61,2.12
2026-08-11,2890,永豐金,3.33,18.68,2.13
2026-08-12,2890,永豐金,3.26,19.07,2.18
2026-08-13,2890,永豐金,3.25,19.11,2.18
2026-08-14,2890,永豐金,3.21,19.4,2.21
2026-08-17,2890,永豐金,3.28,18.95,2.16
2026-08-18,2890,永豐金,3.28,18.95,2.16
2026-08-19,2890,永豐金,3.3,18.85,2.15
2026-08-20,2890,永豐金,3.3,18.83,2.15
2026-08-21,2890,永豐金,3.28,18.95,2.16
2026-08-24,2890,永豐金,3.34,18.64,2.13
2026-08-25,2890,永豐金,3.31,14.83,2.15
2026-08-26,2890,永豐金,3.32,14.77,2.14
2026-08-27,2890,永豐金,3.3,14.85,2.15
2026-08-28,2890,永豐金,3.27,15.02,2.18
2026-08-31,2890,永豐金,3.16,15.51,2.25
