Date,stock_id,name,price
2026-02-25,2890,永豐金,32.75
2026-02-26,2890,永豐金,33.2
2026-03-02,2890,永豐金,32.85
2026-03-03,2890,永豐金,33.1
2026-03-04,2890,永豐金,31.3
2026-03-05,2890,永豐金,31.65
2026-03-06,2890,永豐金,31.65
2026-03-09,2890,永豐金,31.25
2026-03-10,2890,永豐金,31.3
2026-03-11,2890,永豐金,31.75
2026-03-12,2890,永豐金,31.9
2026-03-13,2890,永豐金,31.75
2026-03-16,2890,永豐金,31.5
2026-03-17,2890,永豐金,31.7
2026-03-18,2890,永豐金,32.05
2026-03-19,2890,永豐金,31.7
2026-03-20,2890,永豐金,32.15
2026-03-23,2890,永豐金,31.2
2026-03-24,2890,永豐金,31.3
2026-03-25,2890,永豐金,31.85
2026-03-26,2890,永豐金,31.55
2026-03-27,2890,永豐金,31.7
2026-03-30,2890,永豐金,30.75
2026-03-31,2890,永豐金,30.7
2026-04-01,2890,永豐金,31.7
2026-04-02,2890,永豐金,31.8
2026-04-07,2890,永豐金,32.3
2026-04-08,2890,永豐金,32.7
2026-04-09,2890,永豐金,33.1
2026-04-10,2890,永豐金,32.7
2026-04-13,2890,永豐金,32.7
2026-04-14,2890,永豐金,33.2
2026-04-15,2890,永豐金,33.3
2026-04-16,2890,永豐金,33.3
2026-04-17,2890,永豐金,32.7
2026-04-20,2890,永豐金,32.2
2026-04-21,2890,永豐金,31.65
2026-04-22,2890,永豐金,31.5
2026-04-23,2890,永豐金,31.55
2026-04-24,2890,永豐金,31.95
2026-04-27,2890,永豐金,31.75
2026-04-28,2890,永豐金,31.9
2026-04-29,2890,永豐金,31.9
2026-04-30,2890,永豐金,30.95
2026-05-04,2890,永豐金,30.55
2026-05-06,2890,永豐金,30.65
2026-05-07,2890,永豐金,30.9
2026-05-08,2890,永豐金,31.0
2026-05-11,2890,永豐金,30.6
2026-05-12,2890,永豐金,30.55
2026-05-13,2890,永豐金,30.55
2026-05-14,2890,永豐金,30.5
2026-05-15,2890,永豐金,30.2
2026-05-18,2890,永豐金,30.0
2026-05-19,2890,永豐金,30.1
2026-05-20,2890,永豐金,29.8
2026-05-21,2890,永豐金,29.7
2026-05-22,2890,永豐金,29.1
2026-05-25,2890,永豐金,28.95
2026-05-27,2890,永豐金,29.65
2026-05-28,2890,永豐金,29.5
2026-05-29,2890,永豐金,30.0
2026-06-01,2890,永豐金,30.45
2026-06-02,2890,永豐金,31.0
2026-06-03,2890,永豐金,33.0
2026-06-04,2890,永豐金,33.15
2026-06-05,2890,永豐金,32.7
2026-06-08,2890,永豐金,31.9
2026-06-09,2890,永豐金,34.25
2026-06-10,2890,永豐金,33.0
2026-06-11,2890,永豐金,33.25
2026-06-12,2890,永豐金,34.15
2026-06-15,2890,永豐金,35.2
2026-06-16,2890,永豐金,35.3
2026-06-17,2890,永豐金,36.35
2026-06-18,2890,永豐金,39.8
2026-06-22,2890,永豐金,39.8
2026-06-23,2890,永豐金,39.8
2026-06-24,2890,永豐金,39.55
2026-06-25,2890,永豐金,39.95
2026-06-26,2890,永豐金,39.15
2026-06-29,2890,永豐金,39.5
2026-06-30,2890,永豐金,39.9
2026-07-02,2890,永豐金,39.5
2026-07-03,2890,永豐金,39.7
2026-07-06,2890,永豐金,41.0
2026-07-07,2890,永豐金,41.1
2026-07-08,2890,永豐金,41.9
2026-07-09,2890,永豐金,40.45
2026-07-13,2890,永豐金,40.2
2026-07-14,2890,永豐金,39.65
2026-07-15,2890,永豐金,39.95
2026-07-16,2890,永豐金,39.85
2026-07-17,2890,永豐金,40.0
2026-07-20,2890,永豐金,39.7
2026-07-21,2890,永豐金,40.2
2026-07-22,2890,永豐金,40.4
2026-07-23,2890,永豐金,38.2
2026-07-24,2890,永豐金,38.55
2026-07-27,2890,永豐金,39.6
2026-07-28,2890,永豐金,38.65
2026-07-29,2890,永豐金,38.6
2026-07-30,2890,永豐金,38.85
2026-07-31,2890,永豐金,40.6
2026-08-03,2890,永豐金,40.05
2026-08-04,2890,永豐金,39.6
2026-08-05,2890,永豐金,39.55
2026-08-06,2890,永豐金,38.7
2026-08-07,2890,永豐金,38.95
2026-08-10,2890,永豐金,38.9
2026-08-11,2890,永豐金,39.05
2026-08-12,2890,永豐金,39.85
2026-08-13,2890,永豐金,39.95
2026-08-14,2890,永豐金,40.55
2026-08-17,2890,永豐金,39.6
2026-08-18,2890,永豐金,39.6
2026-08-19,2890,永豐金,39.4
