Date,stock_id,name,price
2026-02-25,2883,凱基金,20.9
2026-02-26,2883,凱基金,21.95
2026-03-02,2883,凱基金,21.15
2026-03-03,2883,凱基金,21.35
2026-03-04,2883,凱基金,19.9
2026-03-05,2883,凱基金,20.3
2026-03-06,2883,凱基金,20.4
2026-03-09,2883,凱基金,19.55
2026-03-10,2883,凱基金,19.9
2026-03-11,2883,凱基金,20.15
2026-03-12,2883,凱基金,20.0
2026-03-13,2883,凱基金,20.1
2026-03-16,2883,凱基金,20.5
2026-03-17,2883,凱基金,20.65
2026-03-18,2883,凱基金,20.65
2026-03-19,2883,凱基金,19.95
2026-03-20,2883,凱基金,20.1
2026-03-23,2883,凱基金,19.8
2026-03-24,2883,凱基金,19.8
2026-03-25,2883,凱基金,20.35
2026-03-26,2883,凱基金,19.8
2026-03-27,2883,凱基金,19.85
2026-03-30,2883,凱基金,19.4
2026-03-31,2883,凱基金,19.25
2026-04-01,2883,凱基金,19.8
2026-04-02,2883,凱基金,19.9
2026-04-07,2883,凱基金,20.55
2026-04-08,2883,凱基金,21.35
2026-04-09,2883,凱基金,21.3
2026-04-10,2883,凱基金,21.15
2026-04-13,2883,凱基金,21.05
2026-04-14,2883,凱基金,20.85
2026-04-15,2883,凱基金,20.75
2026-04-16,2883,凱基金,21.15
2026-04-17,2883,凱基金,20.95
2026-04-20,2883,凱基金,20.8
2026-04-21,2883,凱基金,20.7
2026-04-22,2883,凱基金,20.8
2026-04-23,2883,凱基金,20.2
2026-04-24,2883,凱基金,20.3
2026-04-27,2883,凱基金,20.5
2026-04-28,2883,凱基金,21.3
2026-04-29,2883,凱基金,21.7
2026-04-30,2883,凱基金,21.5
2026-05-04,2883,凱基金,21.4
2026-05-06,2883,凱基金,21.8
2026-05-07,2883,凱基金,22.45
2026-05-08,2883,凱基金,22.9
2026-05-11,2883,凱基金,22.8
2026-05-12,2883,凱基金,21.6
2026-05-13,2883,凱基金,21.95
2026-05-14,2883,凱基金,22.1
2026-05-15,2883,凱基金,21.85
2026-05-18,2883,凱基金,21.35
2026-05-19,2883,凱基金,21.65
2026-05-20,2883,凱基金,21.6
2026-05-21,2883,凱基金,21.4
2026-05-22,2883,凱基金,21.7
2026-05-25,2883,凱基金,21.65
2026-05-27,2883,凱基金,22.3
2026-05-28,2883,凱基金,22.15
2026-05-29,2883,凱基金,22.5
2026-06-01,2883,凱基金,22.65
2026-06-02,2883,凱基金,23.4
2026-06-03,2883,凱基金,25.7
2026-06-04,2883,凱基金,27.4
2026-06-05,2883,凱基金,27.6
2026-06-08,2883,凱基金,26.75
2026-06-09,2883,凱基金,29.05
2026-06-10,2883,凱基金,28.2
2026-06-11,2883,凱基金,27.75
2026-06-12,2883,凱基金,27.45
2026-06-15,2883,凱基金,28.8
2026-06-16,2883,凱基金,29.7
2026-06-17,2883,凱基金,30.2
2026-06-18,2883,凱基金,30.75
2026-06-22,2883,凱基金,30.35
2026-06-23,2883,凱基金,30.1
2026-06-24,2883,凱基金,29.8
2026-06-25,2883,凱基金,30.5
2026-06-26,2883,凱基金,29.9
2026-06-29,2883,凱基金,29.65
2026-06-30,2883,凱基金,28.7
2026-07-02,2883,凱基金,27.9
2026-07-03,2883,凱基金,28.45
2026-07-06,2883,凱基金,29.0
2026-07-07,2883,凱基金,30.1
2026-07-08,2883,凱基金,30.7
2026-07-09,2883,凱基金,30.05
2026-07-13,2883,凱基金,29.8
2026-07-14,2883,凱基金,29.5
2026-07-15,2883,凱基金,30.15
2026-07-16,2883,凱基金,30.55
2026-07-17,2883,凱基金,30.0
2026-07-20,2883,凱基金,29.55
2026-07-21,2883,凱基金,29.7
2026-07-22,2883,凱基金,30.45
