date,stock_id,name,revenue_mon(bil),yoy(%),revenue_ytd(bil),ytd_yoy(%)
2026-01-01,2883,凱基金,87.52,49.2,87.52,-4.4
2026-02-01,2883,凱基金,93.67975,25.21375815234898,181.20441,8.911005405628927
2026-03-01,2883,凱基金,54.46126,275.37491720118925,235.66567,74.1489088835015
2026-04-01,2883,凱基金,134.6679,144.30631310157813,370.33357,319.6219559348892
