Date,stock_id,name,price
2026-02-25,2885,元大金,47.25
2026-02-26,2885,元大金,49.15
2026-03-02,2885,元大金,47.25
2026-03-03,2885,元大金,47.25
2026-03-04,2885,元大金,45.0
2026-03-05,2885,元大金,45.35
2026-03-06,2885,元大金,45.9
2026-03-09,2885,元大金,44.15
2026-03-10,2885,元大金,43.85
2026-03-11,2885,元大金,44.35
2026-03-12,2885,元大金,44.25
2026-03-13,2885,元大金,43.3
2026-03-16,2885,元大金,44.6
2026-03-17,2885,元大金,44.65
2026-03-18,2885,元大金,44.65
2026-03-19,2885,元大金,44.25
2026-03-20,2885,元大金,44.2
2026-03-23,2885,元大金,44.2
2026-03-24,2885,元大金,45.1
2026-03-25,2885,元大金,45.85
2026-03-26,2885,元大金,46.05
2026-03-27,2885,元大金,45.3
2026-03-30,2885,元大金,44.45
2026-03-31,2885,元大金,44.75
2026-04-01,2885,元大金,47.1
2026-04-02,2885,元大金,45.85
2026-04-07,2885,元大金,46.5
2026-04-08,2885,元大金,47.1
2026-04-09,2885,元大金,47.95
2026-04-10,2885,元大金,47.7
2026-04-13,2885,元大金,47.45
2026-04-14,2885,元大金,49.55
2026-04-15,2885,元大金,50.4
2026-04-16,2885,元大金,50.7
2026-04-17,2885,元大金,50.2
2026-04-20,2885,元大金,51.2
2026-04-21,2885,元大金,51.0
2026-04-22,2885,元大金,50.1
2026-04-23,2885,元大金,50.2
2026-04-24,2885,元大金,49.95
2026-04-27,2885,元大金,50.8
2026-04-28,2885,元大金,52.2
2026-04-29,2885,元大金,52.3
2026-04-30,2885,元大金,52.2
2026-05-04,2885,元大金,53.1
2026-05-06,2885,元大金,55.4
2026-05-07,2885,元大金,56.1
2026-05-08,2885,元大金,56.5
2026-05-11,2885,元大金,56.5
2026-05-12,2885,元大金,54.6
2026-05-13,2885,元大金,55.8
2026-05-14,2885,元大金,55.5
2026-05-15,2885,元大金,54.8
2026-05-18,2885,元大金,54.3
2026-05-19,2885,元大金,54.7
2026-05-20,2885,元大金,55.1
2026-05-21,2885,元大金,54.7
2026-05-22,2885,元大金,55.1
2026-05-25,2885,元大金,56.1
2026-05-27,2885,元大金,59.5
2026-05-28,2885,元大金,59.1
2026-05-29,2885,元大金,59.6
2026-06-01,2885,元大金,59.2
2026-06-02,2885,元大金,59.6
2026-06-03,2885,元大金,63.7
2026-06-04,2885,元大金,63.9
2026-06-05,2885,元大金,65.3
2026-06-08,2885,元大金,62.0
2026-06-09,2885,元大金,64.8
2026-06-10,2885,元大金,62.3
2026-06-11,2885,元大金,61.6
2026-06-12,2885,元大金,63.9
2026-06-15,2885,元大金,65.0
2026-06-16,2885,元大金,65.4
2026-06-17,2885,元大金,66.7
2026-06-18,2885,元大金,68.0
2026-06-22,2885,元大金,68.8
2026-06-23,2885,元大金,68.3
2026-06-24,2885,元大金,66.1
2026-06-25,2885,元大金,66.7
2026-06-26,2885,元大金,66.3
2026-06-29,2885,元大金,65.7
2026-06-30,2885,元大金,65.7
2026-07-02,2885,元大金,65.8
2026-07-03,2885,元大金,67.2
2026-07-06,2885,元大金,68.4
2026-07-07,2885,元大金,69.8
2026-07-08,2885,元大金,71.5
2026-07-09,2885,元大金,68.3
2026-07-13,2885,元大金,68.3
2026-07-14,2885,元大金,66.7
2026-07-15,2885,元大金,67.0
2026-07-16,2885,元大金,66.7
2026-07-17,2885,元大金,65.0
2026-07-20,2885,元大金,62.9
2026-07-21,2885,元大金,61.3
2026-07-22,2885,元大金,63.1
2026-07-23,2885,元大金,63.3
2026-07-24,2885,元大金,63.1
2026-07-27,2885,元大金,64.7
