date,stock_id,eps_mon,eps_ytd
2026-01-01,2887,0.35,0.35
2026-02-01,2887,0.24,0.59
2026-03-01,2887,0.23,0.82
2026-04-01,2887,0.3,1.12
2026-05-01,2887,0.24,1.3599999999999999
2026-06-01,2887,0.35,1.71
2026-07-01,2887,0.33,2.04
