Date,stock_id,name,Yield(%),PE_Ratio,PB_Ratio
2026-05-08,2882,國泰金,4.38,12.1,1.4
2026-05-11,2882,國泰金,4.46,11.86,1.37
2026-05-12,2882,國泰金,4.58,11.56,1.33
2026-05-13,2882,國泰金,4.53,11.69,1.35
2026-05-14,2882,國泰金,4.56,11.6,1.34
2026-05-15,2882,國泰金,4.49,11.79,1.36
2026-05-18,2882,國泰金,4.56,11.62,1.34
2026-05-19,2882,國泰金,4.5,11.77,1.36
2026-05-20,2882,國泰金,4.49,11.79,1.36
2026-05-21,2882,國泰金,4.45,11.91,1.37
2026-05-22,2882,國泰金,4.39,12.06,1.39
2026-05-25,2882,國泰金,4.29,12.33,1.42
2026-05-27,2882,國泰金,4.1,12.92,1.49
2026-05-28,2882,國泰金,4.13,12.83,1.48
2026-05-29,2882,國泰金,4.08,12.97,1.5
2026-06-01,2882,國泰金,3.97,13.38,1.76
2026-06-02,2882,國泰金,3.92,13.54,1.78
2026-06-03,2882,國泰金,3.81,13.93,1.83
2026-06-04,2882,國泰金,3.71,14.32,1.89
2026-06-05,2882,國泰金,3.5,15.17,2.0
2026-06-08,2882,國泰金,3.68,14.42,1.9
2026-06-09,2882,國泰金,3.37,15.78,2.08
2026-06-10,2882,國泰金,3.5,15.16,2.0
2026-06-11,2882,國泰金,3.48,15.25,2.01
2026-06-12,2882,國泰金,3.48,15.25,2.01
2026-06-15,2882,國泰金,3.37,15.78,2.08
2026-06-16,2882,國泰金,3.2,16.62,2.19
2026-06-17,2882,國泰金,3.08,17.22,2.27
2026-06-18,2882,國泰金,3.03,17.53,2.31
2026-06-22,2882,國泰金,3.1,17.15,2.26
2026-06-23,2882,國泰金,3.08,17.22,2.27
2026-06-24,2882,國泰金,3.18,16.69,2.2
2026-06-25,2882,國泰金,3.14,16.92,2.23
2026-06-26,2882,國泰金,3.3,16.08,2.12
2026-06-29,2882,國泰金,3.45,15.4,2.03
2026-06-30,2882,國泰金,3.56,14.92,1.96
2026-07-02,2882,國泰金,3.74,14.19,1.87
2026-07-03,2882,國泰金,3.74,14.2,1.87
2026-07-06,2882,國泰金,3.75,14.17,1.87
2026-07-07,2882,國泰金,3.61,14.72,1.94
2026-07-08,2882,國泰金,3.57,14.87,1.96
2026-07-09,2882,國泰金,3.63,14.61,1.92
2026-07-13,2882,國泰金,3.62,14.67,1.93
2026-07-14,2882,國泰金,3.64,14.58,1.92
2026-07-15,2882,國泰金,3.62,14.66,1.93
2026-07-16,2882,國泰金,3.6,14.76,1.94
2026-07-17,2882,國泰金,3.71,14.31,1.88
2026-07-20,2882,國泰金,3.72,14.26,1.88
2026-07-21,2882,國泰金,3.65,14.54,1.91
2026-07-22,2882,國泰金,3.62,14.69,1.93
2026-07-23,2882,國泰金,3.6,14.76,1.94
2026-07-24,2882,國泰金,3.61,14.72,1.94
2026-07-27,2882,國泰金,3.55,14.95,1.97
2026-07-28,2882,國泰金,3.67,14.48,1.91
2026-07-29,2882,國泰金,3.72,14.28,1.88
2026-07-30,2882,國泰金,3.68,14.45,1.9
2026-07-31,2882,國泰金,3.45,15.4,2.03
2026-08-03,2882,國泰金,3.48,15.25,2.01
2026-08-04,2882,國泰金,3.53,15.05,1.98
2026-08-05,2882,國泰金,3.48,15.25,2.01
2026-08-06,2882,國泰金,3.59,14.8,1.95
2026-08-07,2882,國泰金,3.52,15.08,1.99
2026-08-10,2882,國泰金,3.47,15.33,2.02
2026-08-11,2882,國泰金,3.51,15.11,1.99
2026-08-12,2882,國泰金,3.51,15.13,1.99
2026-08-13,2882,國泰金,3.52,15.1,1.99
2026-08-14,2882,國泰金,3.45,15.4,2.03
2026-08-17,2882,國泰金,3.57,14.89,1.96
2026-08-18,2882,國泰金,3.53,15.05,1.98
2026-08-19,2882,國泰金,3.56,14.92,1.96
2026-08-20,2882,國泰金,3.58,14.83,1.95
2026-08-21,2882,國泰金,3.48,15.25,2.01
2026-08-24,2882,國泰金,3.54,15.01,1.98
2026-08-25,2882,國泰金,3.4,15.63,2.06
2026-08-26,2882,國泰金,3.41,15.55,2.05
2026-08-27,2882,國泰金,3.41,15.55,2.05
2026-08-28,2882,國泰金,3.32,16.01,2.11
