date,stock_id,eps_mon,eps_ytd
2026-01-01,2892,0.21,0.21
2026-02-01,2892,0.17,0.38
2026-03-01,2892,0.19,0.5700000000000001
2026-04-01,2892,0.22,0.79
2026-05-01,2892,0.24,1.03
2026-06-01,2892,0.21,1.24
