date,stock_id,eps_mon,eps_ytd
2026-01-01,2890,0.35,0.35
2026-02-01,2890,0.22,0.57
2026-03-01,2890,0.18,0.75
2026-04-01,2890,0.34,1.0899999999999999
2026-05-01,2890,0.31,1.4
2026-06-01,2890,0.29,1.69
2026-07-01,2890,0.27,1.96
