date,stock_id,eps_mon,eps_ytd
2026-01-01,2891,0.38,0.38
2026-02-01,2891,0.42,0.8
2026-03-01,2891,0.38,1.18
2026-04-01,2891,0.28,1.46
2026-05-01,2891,0.32,1.78
