date,stock_id,name,revenue_mon(bil),yoy(%),revenue_ytd(bil),ytd_yoy(%)
2026-01-01,2891,中信金,258.56645,48.23016814554904,258.56645,48.23016814554904
2026-02-01,2891,中信金,209.0783,14.164938225225317,467.64475,30.7830771146678
2026-03-01,2891,中信金,130.95003,31.54319774157609,598.59478,30.948611300399303
2026-04-01,2891,中信金,196.91968,1120.5725622466316,795.51446,81.69612153552563
2026-05-01,2891,中信金,192.17919,341.3211844301598,987.69365,175.7452659074452
2026-06-01,2891,中信金,198.28138,-17.9028438177479,1185.97503,97.75775502270668
