Date,stock_id,name,price
2026-04-14,2308,台達電,1750.0
2026-04-15,2308,台達電,1785.0
2026-04-16,2308,台達電,1845.0
2026-04-17,2308,台達電,1840.0
2026-04-20,2308,台達電,1900.0
2026-04-21,2308,台達電,2015.0
2026-04-22,2308,台達電,2015.0
2026-04-23,2308,台達電,1980.0
2026-04-24,2308,台達電,2075.0
2026-04-27,2308,台達電,2020.0
2026-04-28,2308,台達電,2125.0
2026-04-29,2308,台達電,2165.0
2026-04-30,2308,台達電,2165.0
2026-05-04,2308,台達電,2220.0
2026-05-06,2308,台達電,2165.0
2026-05-07,2308,台達電,2280.0
2026-05-08,2308,台達電,2200.0
2026-05-11,2308,台達電,2245.0
2026-05-12,2308,台達電,2195.0
2026-05-13,2308,台達電,2165.0
2026-05-14,2308,台達電,2155.0
2026-05-15,2308,台達電,2075.0
2026-05-18,2308,台達電,2020.0
2026-05-19,2308,台達電,1915.0
2026-05-20,2308,台達電,1915.0
2026-05-21,2308,台達電,2030.0
2026-05-22,2308,台達電,2095.0
2026-05-25,2308,台達電,2290.0
2026-05-27,2308,台達電,2520.0
2026-05-28,2308,台達電,2390.0
2026-05-29,2308,台達電,2445.0
2026-06-01,2308,台達電,2420.0
2026-06-02,2308,台達電,2360.0
2026-06-03,2308,台達電,2455.0
2026-06-04,2308,台達電,2425.0
2026-06-05,2308,台達電,2300.0
2026-06-08,2308,台達電,2255.0
2026-06-09,2308,台達電,2415.0
2026-06-10,2308,台達電,2200.0
2026-06-11,2308,台達電,2160.0
2026-06-12,2308,台達電,2215.0
2026-06-15,2308,台達電,2210.0
2026-06-16,2308,台達電,2230.0
2026-06-17,2308,台達電,2155.0
2026-06-18,2308,台達電,2150.0
2026-06-22,2308,台達電,2150.0
2026-06-23,2308,台達電,2080.0
2026-06-24,2308,台達電,2000.0
2026-06-25,2308,台達電,1980.0
2026-06-26,2308,台達電,1810.0
2026-06-29,2308,台達電,1905.0
2026-06-30,2308,台達電,1950.0
2026-07-02,2308,台達電,1970.0
2026-07-03,2308,台達電,2075.0
2026-07-06,2308,台達電,1995.0
2026-07-07,2308,台達電,1890.0
2026-07-08,2308,台達電,1885.0
2026-07-09,2308,台達電,1880.0
2026-07-13,2308,台達電,1890.0
2026-07-14,2308,台達電,1855.0
2026-07-15,2308,台達電,1890.0
2026-07-16,2308,台達電,1905.0
2026-07-17,2308,台達電,1740.0
2026-07-20,2308,台達電,1705.0
2026-07-21,2308,台達電,1835.0
2026-07-22,2308,台達電,1880.0
2026-07-23,2308,台達電,1880.0
2026-07-24,2308,台達電,1785.0
2026-07-27,2308,台達電,1755.0
2026-07-28,2308,台達電,1580.0
2026-07-29,2308,台達電,1495.0
2026-07-30,2308,台達電,1530.0
2026-07-31,2308,台達電,1640.0
2026-08-03,2308,台達電,1580.0
2026-08-04,2308,台達電,1620.0
2026-08-05,2308,台達電,1650.0
2026-08-06,2308,台達電,1680.0
2026-08-07,2308,台達電,1650.0
2026-08-10,2308,台達電,1815.0
2026-08-11,2308,台達電,1805.0
2026-08-12,2308,台達電,1790.0
2026-08-13,2308,台達電,1885.0
2026-08-14,2308,台達電,1885.0
2026-08-17,2308,台達電,1885.0
2026-08-18,2308,台達電,1820.0
2026-08-19,2308,台達電,1765.0
2026-08-20,2308,台達電,1745.0
2026-08-21,2308,台達電,1750.0
2026-08-24,2308,台達電,1735.0
2026-08-25,2308,台達電,1710.0
2026-08-26,2308,台達電,1750.0
2026-08-27,2308,台達電,1770.0
2026-08-28,2308,台達電,1830.0
2026-08-31,2308,台達電,1840.0
2026-09-01,2308,台達電,1865.0
