Date,stock_id,name,price
2026-02-25,2892,第一金,29.9
2026-02-26,2892,第一金,29.9
2026-03-02,2892,第一金,29.6
2026-03-03,2892,第一金,29.7
2026-03-04,2892,第一金,28.6
2026-03-05,2892,第一金,29.05
2026-03-06,2892,第一金,29.4
2026-03-09,2892,第一金,29.1
2026-03-10,2892,第一金,29.0
2026-03-11,2892,第一金,29.15
2026-03-12,2892,第一金,28.85
2026-03-13,2892,第一金,28.9
2026-03-16,2892,第一金,28.85
2026-03-17,2892,第一金,29.1
2026-03-18,2892,第一金,28.95
2026-03-19,2892,第一金,28.6
2026-03-20,2892,第一金,28.75
2026-03-23,2892,第一金,28.1
2026-03-24,2892,第一金,28.55
2026-03-25,2892,第一金,28.7
2026-03-26,2892,第一金,28.65
2026-03-27,2892,第一金,28.45
2026-03-30,2892,第一金,28.15
2026-03-31,2892,第一金,28.2
2026-04-01,2892,第一金,28.45
2026-04-02,2892,第一金,28.4
2026-04-07,2892,第一金,28.6
2026-04-08,2892,第一金,28.8
2026-04-09,2892,第一金,29.1
2026-04-10,2892,第一金,28.6
2026-04-13,2892,第一金,28.45
2026-04-14,2892,第一金,28.6
2026-04-15,2892,第一金,28.85
2026-04-16,2892,第一金,28.8
2026-04-17,2892,第一金,28.8
2026-04-20,2892,第一金,28.9
2026-04-21,2892,第一金,28.8
2026-04-22,2892,第一金,28.65
2026-04-23,2892,第一金,28.15
2026-04-24,2892,第一金,28.3
2026-04-27,2892,第一金,28.35
2026-04-28,2892,第一金,28.3
2026-04-29,2892,第一金,28.55
2026-04-30,2892,第一金,28.85
2026-05-04,2892,第一金,28.25
2026-05-06,2892,第一金,28.4
2026-05-07,2892,第一金,29.15
2026-05-08,2892,第一金,29.5
2026-05-11,2892,第一金,29.55
2026-05-12,2892,第一金,29.4
2026-05-13,2892,第一金,29.5
2026-05-14,2892,第一金,29.5
2026-05-15,2892,第一金,29.3
2026-05-18,2892,第一金,28.75
2026-05-19,2892,第一金,29.0
2026-05-20,2892,第一金,27.75
2026-05-21,2892,第一金,27.7
2026-05-22,2892,第一金,27.55
2026-05-25,2892,第一金,27.6
2026-05-27,2892,第一金,27.6
2026-05-28,2892,第一金,27.25
2026-05-29,2892,第一金,27.45
2026-06-01,2892,第一金,27.75
2026-06-02,2892,第一金,28.15
2026-06-03,2892,第一金,29.0
2026-06-04,2892,第一金,29.55
2026-06-05,2892,第一金,29.3
2026-06-08,2892,第一金,29.1
2026-06-09,2892,第一金,30.5
2026-06-10,2892,第一金,30.55
2026-06-11,2892,第一金,30.65
