date,stock_id,name,revenue_mon(bil),yoy(%),revenue_ytd(bil),ytd_yoy(%)
2026-01-01,2884,玉山金,92.45634,40.51670734709882,92.45634,40.51670734709882
2026-02-01,2884,玉山金,74.78992,4.00644259343033,167.24626,21.451395879913434
2026-03-01,2884,玉山金,84.41262,10.194078371522798,251.65888,17.427546051064738
