Date,stock_id,name,Yield(%),PE_Ratio,PB_Ratio
2026-05-13,2884,玉山金,4.39,15.05,1.89
2026-05-14,2884,玉山金,4.4,15.02,1.89
2026-05-15,2884,玉山金,4.38,14.52,1.82
2026-05-18,2884,玉山金,4.42,14.41,1.8
2026-05-19,2884,玉山金,4.38,14.55,1.82
2026-05-20,2884,玉山金,4.42,14.41,1.8
2026-05-21,2884,玉山金,4.44,14.34,1.79
2026-05-22,2884,玉山金,4.47,14.23,1.78
2026-05-25,2884,玉山金,4.53,14.05,1.76
2026-05-27,2884,玉山金,4.49,14.16,1.77
2026-05-28,2884,玉山金,4.56,13.95,1.74
2026-05-29,2884,玉山金,4.52,14.07,1.76
2026-06-01,2884,玉山金,4.45,14.3,1.79
2026-06-02,2884,玉山金,4.35,14.64,1.83
2026-06-03,2884,玉山金,4.24,15.0,1.88
2026-06-04,2884,玉山金,4.19,15.2,1.9
2026-06-05,2884,玉山金,4.2,15.16,1.89
2026-06-08,2884,玉山金,4.26,14.95,1.87
2026-06-09,2884,玉山金,4.09,15.55,1.94
2026-06-10,2884,玉山金,4.16,15.3,1.91
2026-06-11,2884,玉山金,4.14,15.39,1.92
2026-06-12,2884,玉山金,4.08,15.61,1.95
2026-06-15,2884,玉山金,4.04,15.75,1.97
2026-06-16,2884,玉山金,3.98,16.0,2.0
2026-06-17,2884,玉山金,3.94,16.14,2.02
2026-06-18,2884,玉山金,3.95,16.09,2.01
2026-06-22,2884,玉山金,3.91,16.27,2.03
2026-06-23,2884,玉山金,3.91,16.27,2.03
2026-06-24,2884,玉山金,4.0,15.91,1.99
2026-06-25,2884,玉山金,3.95,16.11,2.01
2026-06-26,2884,玉山金,4.05,15.7,1.96
2026-06-29,2884,玉山金,4.06,15.68,1.96
2026-06-30,2884,玉山金,4.06,15.66,1.96
2026-07-02,2884,玉山金,4.15,15.32,1.91
2026-07-03,2884,玉山金,4.15,15.32,1.91
2026-07-06,2884,玉山金,4.06,15.66,1.96
2026-07-07,2884,玉山金,4.06,15.68,1.96
2026-07-08,2884,玉山金,4.03,15.8,1.97
2026-07-09,2884,玉山金,4.03,15.8,1.97
2026-07-13,2884,玉山金,4.05,15.73,1.97
2026-07-14,2884,玉山金,4.06,15.68,1.96
2026-07-15,2884,玉山金,4.06,15.66,1.96
2026-07-16,2884,玉山金,4.01,15.86,1.98
2026-07-17,2884,玉山金,3.99,15.95,1.99
2026-07-20,2884,玉山金,3.91,16.3,2.04
2026-07-21,2884,玉山金,3.79,16.8,2.1
2026-07-22,2884,玉山金,3.88,16.39,2.05
2026-07-23,2884,玉山金,3.93,16.2,2.03
2026-07-24,2884,玉山金,3.89,16.34,2.04
2026-07-27,2884,玉山金,3.85,16.55,2.07
2026-07-28,2884,玉山金,3.86,16.48,2.06
2026-07-29,2884,玉山金,3.84,16.59,2.07
2026-07-30,2884,玉山金,3.71,17.14,2.14
2026-07-31,2884,玉山金,3.62,17.57,2.2
2026-08-03,2884,玉山金,3.64,17.48,2.18
2026-08-04,2884,玉山金,3.68,17.27,2.16
2026-08-05,2884,玉山金,3.67,17.32,2.16
2026-08-06,2884,玉山金,3.69,17.25,2.16
2026-08-07,2884,玉山金,3.67,17.34,2.17
2026-08-10,2884,玉山金,3.7,17.18,2.15
2026-08-11,2884,玉山金,3.79,16.77,2.1
2026-08-12,2884,玉山金,3.81,16.7,2.09
2026-08-13,2884,玉山金,3.75,16.95,2.12
2026-08-14,2884,玉山金,3.72,17.11,2.14
2026-08-17,2884,玉山金,3.71,17.16,2.14
2026-08-18,2884,玉山金,3.67,17.32,2.16
2026-08-19,2884,玉山金,3.7,17.18,2.15
2026-08-20,2884,玉山金,3.75,16.98,2.12
2026-08-21,2884,玉山金,3.68,15.77,2.18
2026-08-24,2884,玉山金,3.67,15.83,2.19
2026-08-25,2884,玉山金,3.59,16.18,2.24
2026-08-26,2884,玉山金,3.62,16.06,2.22
2026-08-27,2884,玉山金,3.63,16.0,2.22
